timestamp,evento,latencia_ms,espera_cola_ms
2026-06-03 20:00:01.465440,MISS,50.09,1465.7
2026-06-03 20:00:01.482480,HIT,4.72,1482.74
2026-06-03 20:00:01.499520,HIT,3.77,1499.78
2026-06-03 20:00:01.516560,HIT,5.4,1516.83
2026-06-03 20:00:01.533600,HIT,4.79,1533.87
2026-06-03 20:00:01.550640,HIT,4.26,1550.91
2026-06-03 20:00:01.567680,HIT,4.79,1567.96
2026-06-03 20:00:01.584720,HIT,3.2,1585.0
2026-06-03 20:00:01.601760,HIT,5.81,1602.04
2026-06-03 20:00:01.618800,HIT,3.2,1619.09
2026-06-03 20:00:01.635840,HIT,5.69,1636.13
2026-06-03 20:00:01.652880,HIT,3.06,1653.17
2026-06-03 20:00:01.669920,HIT,4.82,1670.21
2026-06-03 20:00:01.686960,HIT,3.2,1687.26
2026-06-03 20:00:01.704000,HIT,5.26,1704.3
2026-06-03 20:00:01.721040,MISS,28.98,1721.34
2026-06-03 20:00:01.738080,HIT,4.42,1738.39
2026-06-03 20:00:01.755120,HIT,4.39,1755.43
2026-06-03 20:00:01.772160,HIT,5.33,1772.47
2026-06-03 20:00:01.789200,HIT,3.3,1789.52
2026-06-03 20:00:01.806240,MISS,38.25,1806.56
2026-06-03 20:00:01.823280,HIT,4.17,1823.6
2026-06-03 20:00:01.840320,MISS,47.06,1840.64
2026-06-03 20:00:01.857360,HIT,3.19,1857.69
2026-06-03 20:00:01.874400,MISS,49.76,1874.73
2026-06-03 20:00:01.891440,HIT,5.78,1891.77
2026-06-03 20:00:01.908480,HIT,3.5,1908.82
2026-06-03 20:00:01.925520,HIT,5.85,1925.86
2026-06-03 20:00:01.942560,HIT,3.9,1942.9
2026-06-03 20:00:01.959600,HIT,3.35,1959.94
2026-06-03 20:00:01.976640,HIT,4.56,1976.99
2026-06-03 20:00:01.993680,HIT,5.81,1994.03
2026-06-03 20:00:02.010720,HIT,5.98,2011.07
2026-06-03 20:00:02.027760,HIT,5.52,2028.12
2026-06-03 20:00:02.044800,HIT,3.37,2045.16
2026-06-03 20:00:02.061840,HIT,4.61,2062.2
2026-06-03 20:00:02.078880,HIT,5.2,2079.25
2026-06-03 20:00:02.095920,HIT,3.09,2096.29
2026-06-03 20:00:02.112960,HIT,5.95,2113.33
2026-06-03 20:00:02.130000,HIT,4.58,2130.38
2026-06-03 20:00:02.147040,HIT,4.08,2147.42
2026-06-03 20:00:02.164080,HIT,4.59,2164.46
2026-06-03 20:00:02.181120,HIT,3.6,2181.5
2026-06-03 20:00:02.198160,HIT,5.14,2198.55
2026-06-03 20:00:02.215200,HIT,4.74,2215.59
2026-06-03 20:00:02.232240,HIT,3.28,2232.63
2026-06-03 20:00:02.249280,HIT,3.49,2249.68
2026-06-03 20:00:02.266320,HIT,4.52,2266.72
2026-06-03 20:00:02.283360,HIT,4.4,2283.76
2026-06-03 20:00:02.300400,HIT,4.47,2300.8
2026-06-03 20:00:02.317440,HIT,3.74,2317.85
2026-06-03 20:00:02.334480,HIT,3.6,2334.89
2026-06-03 20:00:02.351520,HIT,3.81,2351.93
2026-06-03 20:00:02.368560,HIT,5.53,2368.98
2026-06-03 20:00:02.385600,HIT,5.21,2386.02
2026-06-03 20:00:02.402640,HIT,4.18,2403.06
2026-06-03 20:00:02.419680,HIT,4.84,2420.11
2026-06-03 20:00:02.436720,HIT,5.8,2437.15
2026-06-03 20:00:02.453760,MISS,67.55,2454.19
2026-06-03 20:00:02.470800,HIT,3.82,2471.24
2026-06-03 20:00:02.487840,HIT,5.98,2488.28
2026-06-03 20:00:02.504880,HIT,5.22,2505.32
2026-06-03 20:00:02.521920,HIT,3.58,2522.36
2026-06-03 20:00:02.538960,HIT,5.63,2539.41
2026-06-03 20:00:02.556000,HIT,4.52,2556.45
2026-06-03 20:00:02.573040,MISS,69.02,2573.49
2026-06-03 20:00:02.590080,HIT,3.56,2590.54
2026-06-03 20:00:02.607120,HIT,5.0,2607.58
2026-06-03 20:00:02.624160,MISS,15.46,2624.62
2026-06-03 20:00:02.641200,HIT,3.8,2641.66
2026-06-03 20:00:02.658240,HIT,4.7,2658.71
2026-06-03 20:00:02.675280,HIT,4.23,2675.75
2026-06-03 20:00:02.692320,HIT,5.42,2692.79
2026-06-03 20:00:02.709360,HIT,3.9,2709.84
2026-06-03 20:00:02.726400,HIT,4.45,2726.88
2026-06-03 20:00:02.743440,HIT,5.8,2743.92
2026-06-03 20:00:02.760480,HIT,3.58,2760.97
2026-06-03 20:00:02.777520,HIT,4.61,2778.01
2026-06-03 20:00:02.794560,MISS,62.1,2795.05
2026-06-03 20:00:02.811600,HIT,4.97,2812.1
2026-06-03 20:00:02.828640,MISS,61.94,2829.14
2026-06-03 20:00:02.845680,HIT,5.7,2846.18
2026-06-03 20:00:02.862720,HIT,4.07,2863.22
2026-06-03 20:00:02.879760,HIT,3.09,2880.27
2026-06-03 20:00:02.896800,HIT,5.71,2897.31
2026-06-03 20:00:02.913840,HIT,4.22,2914.35
2026-06-03 20:00:02.930880,HIT,5.26,2931.4
2026-06-03 20:00:02.947920,HIT,4.13,2948.44
2026-06-03 20:00:02.964960,MISS,19.07,2965.48
2026-06-03 20:00:02.982000,HIT,3.43,2982.53
2026-06-03 20:00:02.999040,HIT,5.1,2999.57
2026-06-03 20:00:03.016080,HIT,3.47,3016.61
2026-06-03 20:00:03.033120,HIT,4.43,3033.65
2026-06-03 20:00:03.050160,HIT,5.43,3050.7
2026-06-03 20:00:03.067200,MISS,38.47,3067.74
2026-06-03 20:00:03.084240,HIT,5.45,3084.78
2026-06-03 20:00:03.101280,HIT,5.32,3101.83
2026-06-03 20:00:03.118320,HIT,3.59,3118.87
2026-06-03 20:00:03.135360,HIT,5.43,3135.91
2026-06-03 20:00:03.152400,HIT,4.64,3152.95
2026-06-03 20:00:03.169440,HIT,4.12,3170.0
2026-06-03 20:00:03.186480,HIT,5.12,3187.04
2026-06-03 20:00:03.203520,HIT,5.74,3204.08
2026-06-03 20:00:03.220560,HIT,5.81,3221.13
2026-06-03 20:00:03.237600,HIT,4.53,3238.17
2026-06-03 20:00:03.254640,HIT,4.97,3255.21
2026-06-03 20:00:03.271680,HIT,3.18,3272.26
2026-06-03 20:00:03.288720,MISS,67.33,3289.3
2026-06-03 20:00:03.305760,HIT,4.73,3306.34
2026-06-03 20:00:03.322800,HIT,3.76,3323.39
2026-06-03 20:00:03.339840,HIT,4.19,3340.43
2026-06-03 20:00:03.356880,HIT,3.78,3357.47
2026-06-03 20:00:03.373920,HIT,5.92,3374.51
2026-06-03 20:00:03.390960,MISS,33.95,3391.56
2026-06-03 20:00:03.408000,HIT,5.16,3408.6
2026-06-03 20:00:03.425040,HIT,4.54,3425.64
2026-06-03 20:00:03.442080,HIT,3.94,3442.69
2026-06-03 20:00:03.459120,MISS,29.56,3459.73
2026-06-03 20:00:03.476160,HIT,3.24,3476.77
2026-06-03 20:00:03.493200,HIT,5.35,3493.82
2026-06-03 20:00:03.510240,HIT,5.96,3510.86
2026-06-03 20:00:03.527280,HIT,5.55,3527.9
2026-06-03 20:00:03.544320,HIT,4.95,3544.94
2026-06-03 20:00:03.561360,HIT,5.15,3561.99
2026-06-03 20:00:03.578400,MISS,55.23,3579.03
2026-06-03 20:00:03.595440,HIT,5.34,3596.07
2026-06-03 20:00:03.612480,HIT,4.79,3613.12
2026-06-03 20:00:03.629520,MISS,56.55,3630.16
2026-06-03 20:00:03.646560,HIT,5.06,3647.2
2026-06-03 20:00:03.663600,HIT,3.69,3664.24
2026-06-03 20:00:03.680640,HIT,5.49,3681.29
2026-06-03 20:00:03.697680,HIT,4.38,3698.33
2026-06-03 20:00:03.714720,HIT,4.1,3715.37
2026-06-03 20:00:03.731760,HIT,3.8,3732.42
2026-06-03 20:00:03.748800,HIT,4.01,3749.46
2026-06-03 20:00:03.765840,HIT,5.1,3766.5
2026-06-03 20:00:03.782880,HIT,4.1,3783.55
2026-06-03 20:00:03.799920,MISS,56.02,3800.59
2026-06-03 20:00:03.816960,HIT,4.6,3817.63
2026-06-03 20:00:03.834000,HIT,4.32,3834.67
2026-06-03 20:00:03.851040,HIT,3.35,3851.72
2026-06-03 20:00:03.868080,HIT,5.38,3868.76
2026-06-03 20:00:03.885120,HIT,3.35,3885.8
2026-06-03 20:00:03.902160,HIT,5.03,3902.85
2026-06-03 20:00:03.919200,HIT,4.23,3919.89
2026-06-03 20:00:03.936240,HIT,3.31,3936.93
2026-06-03 20:00:03.953280,HIT,4.32,3953.98
2026-06-03 20:00:03.970320,HIT,3.52,3971.02
2026-06-03 20:00:03.987360,HIT,4.02,3988.06
2026-06-03 20:00:04.004400,MISS,67.48,4005.11
2026-06-03 20:00:04.021440,HIT,4.49,4022.15
2026-06-03 20:00:04.038480,HIT,3.32,4039.19
2026-06-03 20:00:04.055520,HIT,3.1,4056.23
2026-06-03 20:00:04.072560,HIT,3.56,4073.28
2026-06-03 20:00:04.089600,HIT,5.21,4090.32
2026-06-03 20:00:04.106640,HIT,3.32,4107.36
2026-06-03 20:00:04.123680,HIT,4.9,4124.41
2026-06-03 20:00:04.140720,HIT,5.63,4141.45
2026-06-03 20:00:04.157760,HIT,4.58,4158.49
2026-06-03 20:00:04.174800,HIT,3.97,4175.53
2026-06-03 20:00:04.191840,HIT,3.25,4192.58
2026-06-03 20:00:04.208880,HIT,5.15,4209.62
2026-06-03 20:00:04.225920,HIT,3.39,4226.66
2026-06-03 20:00:04.242960,MISS,69.12,4243.71
2026-06-03 20:00:04.260000,MISS,69.26,4260.75
2026-06-03 20:00:04.277040,HIT,5.33,4277.79
2026-06-03 20:00:04.294080,HIT,5.21,4294.84
2026-06-03 20:00:04.311120,HIT,4.55,4311.88
2026-06-03 20:00:04.328160,HIT,3.69,4328.92
2026-06-03 20:00:04.345200,HIT,5.45,4345.97
2026-06-03 20:00:04.362240,HIT,4.39,4363.01
2026-06-03 20:00:04.379280,HIT,5.16,4380.05
2026-06-03 20:00:04.396320,HIT,3.74,4397.09
2026-06-03 20:00:04.413360,HIT,4.05,4414.14
2026-06-03 20:00:04.430400,HIT,3.34,4431.18
2026-06-03 20:00:04.447440,HIT,4.08,4448.22
2026-06-03 20:00:04.464480,HIT,4.67,4465.27
2026-06-03 20:00:04.481520,HIT,3.66,4482.31
2026-06-03 20:00:04.498560,HIT,4.55,4499.35
2026-06-03 20:00:04.515600,HIT,3.53,4516.39
2026-06-03 20:00:04.532640,HIT,4.63,4533.44
2026-06-03 20:00:04.549680,HIT,5.4,4550.48
2026-06-03 20:00:04.566720,HIT,5.35,4567.52
2026-06-03 20:00:04.583760,MISS,75.28,4584.57
2026-06-03 20:00:04.600800,HIT,4.13,4601.61
2026-06-03 20:00:04.617840,HIT,5.01,4618.65
2026-06-03 20:00:04.634880,HIT,3.24,4635.7
2026-06-03 20:00:04.651920,HIT,4.05,4652.74
2026-06-03 20:00:04.668960,HIT,4.6,4669.78
2026-06-03 20:00:04.686000,HIT,3.85,4686.82
2026-06-03 20:00:04.703040,HIT,3.97,4703.87
2026-06-03 20:00:04.720080,HIT,3.52,4720.91
2026-06-03 20:00:04.737120,HIT,5.75,4737.95
2026-06-03 20:00:04.754160,MISS,16.53,4755.0
2026-06-03 20:00:04.771200,MISS,62.48,4772.04
2026-06-03 20:00:04.788240,HIT,5.77,4789.08
2026-06-03 20:00:04.805280,HIT,4.38,4806.13
2026-06-03 20:00:04.822320,HIT,5.9,4823.17
2026-06-03 20:00:04.839360,HIT,4.34,4840.21
2026-06-03 20:00:04.856400,HIT,5.31,4857.26
2026-06-03 20:00:04.873440,HIT,5.51,4874.3
2026-06-03 20:00:04.890480,MISS,36.82,4891.34
2026-06-03 20:00:04.907520,HIT,5.05,4908.38
2026-06-03 20:00:04.924560,HIT,3.82,4925.43
2026-06-03 20:00:04.941600,MISS,24.52,4942.47
2026-06-03 20:00:04.958640,HIT,3.48,4959.51
2026-06-03 20:00:04.975680,HIT,5.93,4976.56
2026-06-03 20:00:04.992720,HIT,5.19,4993.6
2026-06-03 20:00:05.009760,HIT,3.18,5010.64
2026-06-03 20:00:05.026800,HIT,5.98,5027.68
2026-06-03 20:00:05.043840,HIT,4.95,5044.73
2026-06-03 20:00:05.060880,HIT,4.17,5061.77
2026-06-03 20:00:05.077920,HIT,5.18,5078.81
2026-06-03 20:00:05.094960,HIT,4.46,5095.86
2026-06-03 20:00:05.112000,HIT,3.0,5112.9
2026-06-03 20:00:05.129040,MISS,34.82,5129.94
2026-06-03 20:00:05.146080,HIT,3.34,5146.99
2026-06-03 20:00:05.163120,HIT,5.49,5164.03
2026-06-03 20:00:05.180160,HIT,4.96,5181.07
2026-06-03 20:00:05.197200,HIT,3.52,5198.11
2026-06-03 20:00:05.214240,HIT,4.76,5215.16
2026-06-03 20:00:05.231280,MISS,71.84,5232.2
2026-06-03 20:00:05.248320,HIT,4.61,5249.24
2026-06-03 20:00:05.265360,HIT,4.87,5266.29
2026-06-03 20:00:05.282400,MISS,31.7,5283.33
2026-06-03 20:00:05.299440,HIT,5.07,5300.37
2026-06-03 20:00:05.316480,HIT,4.55,5317.42
2026-06-03 20:00:05.333520,HIT,4.6,5334.46
2026-06-03 20:00:05.350560,MISS,40.06,5351.5
2026-06-03 20:00:05.367600,HIT,5.31,5368.55
2026-06-03 20:00:05.384640,HIT,3.1,5385.59
2026-06-03 20:00:05.401680,HIT,3.9,5402.63
2026-06-03 20:00:05.418720,HIT,3.45,5419.67
2026-06-03 20:00:05.435760,HIT,3.52,5436.72
2026-06-03 20:00:05.452800,HIT,5.15,5453.76
2026-06-03 20:00:05.469840,HIT,3.11,5470.8
2026-06-03 20:00:05.486880,MISS,38.65,5487.85
2026-06-03 20:00:05.503920,HIT,3.96,5504.89
2026-06-03 20:00:05.520960,HIT,5.96,5521.93
2026-06-03 20:00:05.538000,HIT,3.04,5538.98
2026-06-03 20:00:05.555040,HIT,3.93,5556.02
2026-06-03 20:00:05.572080,HIT,3.78,5573.06
2026-06-03 20:00:05.589120,HIT,3.12,5590.1
2026-06-03 20:00:05.606160,HIT,3.38,5607.15
2026-06-03 20:00:05.623200,HIT,3.01,5624.19
2026-06-03 20:00:05.640240,HIT,5.22,5641.23
2026-06-03 20:00:05.657280,HIT,3.64,5658.28
2026-06-03 20:00:05.674320,HIT,4.53,5675.32
2026-06-03 20:00:05.691360,HIT,4.05,5692.36
2026-06-03 20:00:05.708400,HIT,3.13,5709.41
2026-06-03 20:00:05.725440,HIT,3.78,5726.45
2026-06-03 20:00:05.742480,HIT,4.07,5743.49
2026-06-03 20:00:05.759520,HIT,5.14,5760.53
2026-06-03 20:00:05.776560,MISS,73.52,5777.58
2026-06-03 20:00:05.793600,HIT,3.47,5794.62
2026-06-03 20:00:05.810640,HIT,4.45,5811.66
2026-06-03 20:00:05.827680,HIT,5.65,5828.71
2026-06-03 20:00:05.844720,HIT,3.14,5845.75
2026-06-03 20:00:05.861760,MISS,76.91,5862.79
2026-06-03 20:00:05.878800,HIT,5.9,5879.84
2026-06-03 20:00:05.895840,HIT,3.09,5896.88
2026-06-03 20:00:05.912880,HIT,4.67,5913.92
2026-06-03 20:00:05.929920,HIT,3.05,5930.96
2026-06-03 20:00:05.946960,MISS,22.84,5948.01
2026-06-03 20:00:05.964000,HIT,4.89,5965.05
2026-06-03 20:00:05.981040,HIT,3.58,5982.09
2026-06-03 20:00:05.998080,HIT,5.23,5999.14
2026-06-03 20:00:06.015120,HIT,3.54,6016.18
2026-06-03 20:00:06.032160,MISS,62.14,6033.22
2026-06-03 20:00:06.049200,HIT,5.77,6050.26
2026-06-03 20:00:06.066240,HIT,4.03,6067.31
2026-06-03 20:00:06.083280,HIT,4.92,6084.35
2026-06-03 20:00:06.100320,HIT,3.45,6101.39
2026-06-03 20:00:06.117360,HIT,4.61,6118.44
2026-06-03 20:00:06.134400,HIT,3.02,6135.48
2026-06-03 20:00:06.151440,HIT,5.65,6152.52
2026-06-03 20:00:06.168480,HIT,5.65,6169.57
2026-06-03 20:00:06.185520,HIT,5.39,6186.61
2026-06-03 20:00:06.202560,HIT,4.23,6203.65
2026-06-03 20:00:06.219600,MISS,36.04,6220.69
2026-06-03 20:00:06.236640,HIT,3.33,6237.74
2026-06-03 20:00:06.253680,HIT,5.48,6254.78
2026-06-03 20:00:06.270720,HIT,5.89,6271.82
2026-06-03 20:00:06.287760,HIT,5.84,6288.87
2026-06-03 20:00:06.304800,HIT,4.87,6305.91
2026-06-03 20:00:06.321840,HIT,5.77,6322.95
2026-06-03 20:00:06.338880,HIT,4.67,6340.0
2026-06-03 20:00:06.355920,HIT,5.3,6357.04
2026-06-03 20:00:06.372960,HIT,3.88,6374.08
2026-06-03 20:00:06.390000,HIT,4.67,6391.12
2026-06-03 20:00:06.407040,HIT,5.27,6408.17
2026-06-03 20:00:06.424080,HIT,4.57,6425.21
2026-06-03 20:00:06.441120,HIT,4.51,6442.25
2026-06-03 20:00:06.458160,HIT,4.18,6459.3
2026-06-03 20:00:06.475200,HIT,3.8,6476.34
2026-06-03 20:00:06.492240,HIT,4.31,6493.38
2026-06-03 20:00:06.509280,HIT,3.22,6510.43
2026-06-03 20:00:06.526320,HIT,3.49,6527.47
2026-06-03 20:00:06.543360,HIT,4.24,6544.51
2026-06-03 20:00:06.560400,HIT,5.94,6561.56
2026-06-03 20:00:06.577440,HIT,5.45,6578.6
2026-06-03 20:00:06.594480,HIT,4.24,6595.64
2026-06-03 20:00:06.611520,HIT,3.76,6612.68
2026-06-03 20:00:06.628560,MISS,29.63,6629.73
2026-06-03 20:00:06.645600,HIT,3.65,6646.77
2026-06-03 20:00:06.662640,HIT,5.47,6663.81
2026-06-03 20:00:06.679680,HIT,3.11,6680.86
2026-06-03 20:00:06.696720,MISS,26.89,6697.9
2026-06-03 20:00:06.713760,HIT,3.09,6714.94
2026-06-03 20:00:06.730800,HIT,3.78,6731.98
2026-06-03 20:00:06.747840,HIT,4.2,6749.03
2026-06-03 20:00:06.764880,HIT,3.13,6766.07
2026-06-03 20:00:06.781920,HIT,4.81,6783.11
2026-06-03 20:00:06.798960,HIT,4.37,6800.16
2026-06-03 20:00:06.816000,HIT,3.03,6817.2
2026-06-03 20:00:06.833040,HIT,3.63,6834.24
2026-06-03 20:00:06.850080,HIT,3.41,6851.29
2026-06-03 20:00:06.867120,HIT,4.36,6868.33
2026-06-03 20:00:06.884160,HIT,3.97,6885.37
2026-06-03 20:00:06.901200,HIT,3.36,6902.41
2026-06-03 20:00:06.918240,MISS,47.08,6919.46
2026-06-03 20:00:06.935280,MISS,79.56,6936.5
2026-06-03 20:00:06.952320,HIT,4.44,6953.54
2026-06-03 20:00:06.969360,HIT,5.61,6970.59
2026-06-03 20:00:06.986400,HIT,4.09,6987.63
2026-06-03 20:00:07.003440,HIT,3.56,7004.67
2026-06-03 20:00:07.020480,HIT,4.61,7021.72
2026-06-03 20:00:07.037520,HIT,3.83,7038.76
2026-06-03 20:00:07.054560,HIT,3.7,7055.8
2026-06-03 20:00:07.071600,HIT,5.12,7072.85
2026-06-03 20:00:07.088640,HIT,5.62,7089.89
2026-06-03 20:00:07.105680,HIT,4.15,7106.93
2026-06-03 20:00:07.122720,HIT,3.13,7123.97
2026-06-03 20:00:07.139760,HIT,3.05,7141.02
2026-06-03 20:00:07.156800,MISS,51.09,7158.06
2026-06-03 20:00:07.173840,HIT,3.1,7175.1
2026-06-03 20:00:07.190880,HIT,5.93,7192.15
2026-06-03 20:00:07.207920,HIT,3.36,7209.19
2026-06-03 20:00:07.224960,HIT,5.8,7226.23
2026-06-03 20:00:07.242000,HIT,4.38,7243.28
2026-06-03 20:00:07.259040,HIT,4.66,7260.32
2026-06-03 20:00:07.276080,HIT,3.81,7277.36
2026-06-03 20:00:07.293120,HIT,5.27,7294.4
2026-06-03 20:00:07.310160,HIT,3.55,7311.45
2026-06-03 20:00:07.327200,HIT,4.1,7328.49
2026-06-03 20:00:07.344240,MISS,51.87,7345.53
2026-06-03 20:00:07.361280,HIT,3.94,7362.58
2026-06-03 20:00:07.378320,HIT,5.56,7379.62
2026-06-03 20:00:07.395360,HIT,4.37,7396.66
2026-06-03 20:00:07.412400,HIT,4.02,7413.7
2026-06-03 20:00:07.429440,MISS,68.41,7430.75
2026-06-03 20:00:07.446480,HIT,4.06,7447.79
2026-06-03 20:00:07.463520,MISS,60.67,7464.83
2026-06-03 20:00:07.480560,HIT,3.72,7481.88
2026-06-03 20:00:07.497600,HIT,3.84,7498.92
2026-06-03 20:00:07.514640,HIT,4.55,7515.96
2026-06-03 20:00:07.531680,HIT,5.01,7533.01
2026-06-03 20:00:07.548720,HIT,3.7,7550.05
2026-06-03 20:00:07.565760,HIT,3.78,7567.09
2026-06-03 20:00:07.582800,HIT,3.03,7584.13
2026-06-03 20:00:07.599840,HIT,3.98,7601.18
2026-06-03 20:00:07.616880,HIT,5.86,7618.22
2026-06-03 20:00:07.633920,HIT,4.65,7635.26
2026-06-03 20:00:07.650960,HIT,3.52,7652.31
2026-06-03 20:00:07.668000,HIT,4.83,7669.35
2026-06-03 20:00:07.685040,HIT,5.79,7686.39
2026-06-03 20:00:07.702080,HIT,3.84,7703.44
2026-06-03 20:00:07.719120,HIT,3.16,7720.48
2026-06-03 20:00:07.736160,HIT,3.37,7737.52
2026-06-03 20:00:07.753200,HIT,3.12,7754.56
2026-06-03 20:00:07.770240,MISS,60.48,7771.61
2026-06-03 20:00:07.787280,HIT,4.41,7788.65
2026-06-03 20:00:07.804320,HIT,4.3,7805.69
2026-06-03 20:00:07.821360,HIT,4.17,7822.74
2026-06-03 20:00:07.838400,MISS,15.04,7839.78
2026-06-03 20:00:07.855440,HIT,3.93,7856.82
2026-06-03 20:00:07.872480,HIT,5.44,7873.87
2026-06-03 20:00:07.889520,HIT,4.76,7890.91
2026-06-03 20:00:07.906560,HIT,5.79,7907.95
2026-06-03 20:00:07.923600,HIT,5.05,7924.99
2026-06-03 20:00:07.940640,MISS,17.06,7942.04
2026-06-03 20:00:07.957680,HIT,5.67,7959.08
2026-06-03 20:00:07.974720,HIT,3.36,7976.12
2026-06-03 20:00:07.991760,HIT,5.73,7993.17
2026-06-03 20:00:08.008800,HIT,4.76,8010.21
2026-06-03 20:00:08.025840,HIT,5.33,8027.25
2026-06-03 20:00:08.042880,MISS,19.96,8044.3
2026-06-03 20:00:08.059920,HIT,3.16,8061.34
2026-06-03 20:00:08.076960,MISS,44.73,8078.38
2026-06-03 20:00:08.094000,HIT,4.98,8095.43
2026-06-03 20:00:08.111040,HIT,4.24,8112.47
2026-06-03 20:00:08.128080,HIT,5.85,8129.51
2026-06-03 20:00:08.145120,HIT,5.22,8146.55
2026-06-03 20:00:08.162160,HIT,3.29,8163.6
2026-06-03 20:00:08.179200,MISS,57.98,8180.64
2026-06-03 20:00:08.196240,HIT,5.13,8197.68
2026-06-03 20:00:08.213280,HIT,4.32,8214.73
